City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,Date
DARWIN,SYDNEY,5/2,9729,63,73.6,3155,30694995,41721720,13224,2002,5,2002/5/2
DEVONPORT,MELBOURNE,5/2,8540,392,61,412,3518480,5766352,13996,2002,5,2002/5/2
DUBBO,SYDNEY,5/2,9672,508,55.7,310,2998320,5378810,17351,2002,5,2002/5/2
GOLD COAST,SYDNEY,5/2,79672,632,89.9,680,54176960,60273840,88638,2002,5,2002/5/2
HOBART,MELBOURNE,5/2,53224,669,68.6,618,32892432,47977194,77633,2002,5,2002/5/2
HOBART,SYDNEY,5/2,13294,155,74.2,1039,13812466,18604334,17906,2002,5,2002/5/2
KALGOORLIE,PERTH,5/2,13075,245,62.9,538,7034350,11178026,20777,2002,5,2002/5/2
KARRATHA,PERTH,5/2,13295,197,71.8,1250,16618750,23131250,18505,2002,5,2002/5/2
LAUNCESTON,MELBOURNE,5/2,36642,435,67.9,476,17441592,25680676,53951,2002,5,2002/5/2
LAUNCESTON,SYDNEY,5/2,4897,62,68.5,914,4475858,6531444,7146,2002,5,2002/5/2
MELBOURNE,BURNIE,5/2,6200,386,45.2,378,2343600,5185782,13719,2002,5,2002/5/2
MELBOURNE,GOLD COAST,5/2,42841,336,82.4,1330,56978530,69124090,51973,2002,5,2002/5/2
MELBOURNE,MILDURA,5/2,8174,402,64.3,457,3735518,5811212,12716,2002,5,2002/5/2
MELBOURNE,NEWCASTLE,5/2,3674,136,74.2,836,3071464,4139872,4952,2002,5,2002/5/2
MELBOURNE,PERTH,5/2,72057,499,74.9,2706,194986242,260168370,96145,2002,5,2002/5/2
MELBOURNE,SYDNEY,5/2,433545,2702,76.5,706,306082770,400081728,566688,2002,5,2002/5/2
PERTH,PORT HEDLAND,5/2,5902,108,79.21084418,1312,7743424,9775712,7451,2002,5,2002/5/2
PERTH,SYDNEY,5/2,61520,329,80.3,3284,202031680,251629932,76623,2002,5,2002/5/2
SUNSHINE COAST,MELBOURNE,5/2,1631,16,83,1454,2371474,2858564,1966,2002,5,2002/5/2
SUNSHINE COAST,SYDNEY,5/2,11753,121,84,837,9837261,11704608,13984,2002,5,2002/5/2
SYDNEY,TOWNSVILLE,5/2,4678,46,87.6,1690,7905820,9027980,5342,2002,5,2002/5/2
SYDNEY,WAGGA WAGGA,5/2,8855,392,62.5,367,3249785,5197821,14163,2002,5,2002/5/2
ADELAIDE,ALICE SPRINGS,4/2,7177,60,89.3,1316,9444932,10575376,8036,2002,4,2002/4/2
ADELAIDE,BRISBANE,4/2,34323,301,84.8,1622,55671906,65661804,40482,2002,4,2002/4/2
ADELAIDE,CANBERRA,4/2,9160,96,77.9,972,8903520,11431692,11761,2002,4,2002/4/2
ADELAIDE,DARWIN,4/2,0,0,0,2619,0,0,0,2002,4,2002/4/2
ADELAIDE,MELBOURNE,4/2,116373,1030,82.1,643,74827839,91125317,141719,2002,4,2002/4/2
ADELAIDE,PERTH,4/2,31563,290,81.3,2120,66913560,82283560,38813,2002,4,2002/4/2
ADELAIDE,PORT LINCOLN,4/2,7451,496,61.1,246,1832946,2999232,12192,2002,4,2002/4/2
ADELAIDE,SYDNEY,4/2,96064,811,81.4,1167,112106688,137667489,117967,2002,4,2002/4/2
ALBURY,SYDNEY,4/2,8470,336,56.8,452,3828440,6737060,14905,2002,4,2002/4/2
ALICE SPRINGS,DARWIN,4/2,0,0,0,1305,0,0,0,2002,4,2002/4/2
ALICE SPRINGS,SYDNEY,4/2,8050,67,90.4,2022,16277100,17997822,8901,2002,4,2002/4/2
BALLINA,SYDNEY,4/2,7613,318,66.2,612,4659156,7036164,11497,2002,4,2002/4/2
BRISBANE,CAIRNS,4/2,81368,630,80.9,1391,113182888,139853922,100542,2002,4,2002/4/2
BRISBANE,CANBERRA,4/2,26858,396,76.3,956,25676248,33649288,35198,2002,4,2002/4/2
BRISBANE,DARWIN,4/2,15796,138,63.8,2852,45050192,70569888,24744,2002,4,2002/4/2
BRISBANE,HAMILTON ISLAND,4/2,6422,60,81.2,888,5702736,7025856,7912,2002,4,2002/4/2
BRISBANE,MACKAY,4/2,21466,379,74.4,797,17108402,23009390,28870,2002,4,2002/4/2
BRISBANE,MELBOURNE,4/2,172870,1319,85.9,1381,238733470,277940060,201260,2002,4,2002/4/2
BRISBANE,NEWCASTLE,4/2,4411,199,70,614,2708354,3867586,6299,2002,4,2002/4/2
BRISBANE,PERTH,4/2,13264,116,84.7,3615,47949360,56618130,15662,2002,4,2002/4/2
BRISBANE,PROSERPINE,4/2,4389,94,73.8,895,3928155,5325250,5950,2002,4,2002/4/2
BRISBANE,ROCKHAMPTON,4/2,14196,329,66.9,518,7353528,10994032,21224,2002,4,2002/4/2
BRISBANE,SYDNEY,4/2,277348,2000,81.2,753,208843044,257065917,341389,2002,4,2002/4/2
BRISBANE,TOWNSVILLE,4/2,39984,379,74,1112,44462208,60064680,54015,2002,4,2002/4/2
BROOME,PERTH,4/2,9950,127,80.3,1677,16686150,20788092,12396,2002,4,2002/4/2
CAIRNS,MELBOURNE,4/2,2238,16,94.8,2311,5172018,5453960,2360,2002,4,2002/4/2
CAIRNS,SYDNEY,4/2,57155,222,82.4,1971,112652505,136692792,69352,2002,4,2002/4/2
CAIRNS,TOWNSVILLE,4/2,7560,307,58.06005683,284,2147040,3697964,13021,2002,4,2002/4/2
CANBERRA,MELBOURNE,4/2,61370,1008,71.5,470,28843900,40359840,85872,2002,4,2002/4/2
CANBERRA,SYDNEY,4/2,57548,1612,62.6,236,13581328,21696896,91936,2002,4,2002/4/2
COFFS HARBOUR,SYDNEY,4/2,10665,488,51.9,443,4724595,9100992,20544,2002,4,2002/4/2
DARWIN,MELBOURNE,4/2,1210,14,70.4,3131,3788510,5382189,1719,2002,4,2002/4/2
DARWIN,SYDNEY,4/2,8619,59,70.6,3155,27192945,38525705,12211,2002,4,2002/4/2
DEVONPORT,MELBOURNE,4/2,8322,376,62,412,3428664,5530688,13424,2002,4,2002/4/2
DUBBO,SYDNEY,4/2,9091,474,55.3,310,2818210,5093920,16432,2002,4,2002/4/2
GOLD COAST,SYDNEY,4/2,88662,602,88.1,680,60290160,68410040,100603,2002,4,2002/4/2
HOBART,MELBOURNE,4/2,57730,659,75.4,618,35677140,47344362,76609,2002,4,2002/4/2
HOBART,SYDNEY,4/2,16885,180,80.7,1039,17543515,21731724,20916,2002,4,2002/4/2
KALGOORLIE,PERTH,4/2,10983,230,56.2,538,5908854,10506602,19529,2002,4,2002/4/2
KARRATHA,PERTH,4/2,12573,194,70.8,1250,15716250,22207500,17766,2002,4,2002/4/2
LAUNCESTON,MELBOURNE,4/2,42409,420,81.3,476,20186684,24823876,52151,2002,4,2002/4/2
LAUNCESTON,SYDNEY,4/2,5904,60,84.7,914,5396256,6374236,6974,2002,4,2002/4/2
MELBOURNE,BURNIE,4/2,6282,357,49.2,378,2374596,4823280,12760,2002,4,2002/4/2
MELBOURNE,GOLD COAST,4/2,45055,341,85.1,1330,59923150,70427490,52953,2002,4,2002/4/2
MELBOURNE,MILDURA,4/2,7402,377,62.7,457,3382714,5394885,11805,2002,4,2002/4/2
MELBOURNE,NEWCASTLE,4/2,3576,135,73.6,836,2989536,4062960,4860,2002,4,2002/4/2
MELBOURNE,PERTH,4/2,74961,479,80.9,2706,202844466,250805610,92685,2002,4,2002/4/2
MELBOURNE,SYDNEY,4/2,425494,2596,77.5,706,300398764,387736612,549202,2002,4,2002/4/2
PERTH,PORT HEDLAND,4/2,5394,104,74.28728825,1312,7076928,9526432,7261,2002,4,2002/4/2
PERTH,SYDNEY,4/2,71737,378,76,3284,235584308,309947204,94381,2002,4,2002/4/2
SUNSHINE COAST,MELBOURNE,4/2,1597,15,87.2,1454,2322038,2663728,1832,2002,4,2002/4/2
SUNSHINE COAST,SYDNEY,4/2,11791,114,89,837,9869067,11089413,13249,2002,4,2002/4/2
SYDNEY,TOWNSVILLE,4/2,5457,59,79.5,1690,9222330,11605230,6867,2002,4,2002/4/2
SYDNEY,WAGGA WAGGA,4/2,7884,369,59.7,367,2893428,4842565,13195,2002,4,2002/4/2
ADELAIDE,ALICE SPRINGS,3/2,7135,62,87.7,1316,9389660,10709608,8138,2002,3,2002/3/2
ADELAIDE,BRISBANE,3/2,37613,309,90,1622,61008286,67797978,41799,2002,3,2002/3/2
ADELAIDE,CANBERRA,3/2,9235,94,77.6,972,8976420,11572632,11906,2002,3,2002/3/2
ADELAIDE,DARWIN,3/2,0,0,0,2619,0,0,0,2002,3,2002/3/2
ADELAIDE,MELBOURNE,3/2,125351,1066,84.5,643,80600693,95349827,148289,2002,3,2002/3/2
ADELAIDE,PERTH,3/2,37574,317,86.1,2120,79656880,92518920,43641,2002,3,2002/3/2
ADELAIDE,PORT LINCOLN,3/2,8241,508,66.1,246,2027286,3065160,12460,2002,3,2002/3/2
ADELAIDE,SYDNEY,3/2,101575,822,81.6,1167,118538025,145296168,124504,2002,3,2002/3/2
ALBURY,SYDNEY,3/2,8741,340,60,452,3950932,6587900,14575,2002,3,2002/3/2
ALICE SPRINGS,DARWIN,3/2,0,0,0,1305,0,0,0,2002,3,2002/3/2
ALICE SPRINGS,SYDNEY,3/2,7643,62,94.9,2022,15454146,16285188,8054,2002,3,2002/3/2
BALLINA,SYDNEY,3/2,7678,327,64.5,612,4698936,7287696,11908,2002,3,2002/3/2
BRISBANE,CAIRNS,3/2,79704,615,69.9,1391,110868264,158557308,113988,2002,3,2002/3/2
BRISBANE,CANBERRA,3/2,26631,384,79.6,956,25459236,31979156,33451,2002,3,2002/3/2
BRISBANE,DARWIN,3/2,15413,141,68.3,2852,43957876,64366788,22569,2002,3,2002/3/2
BRISBANE,HAMILTON ISLAND,3/2,6824,62,84.4,888,6059712,7183920,8090,2002,3,2002/3/2
BRISBANE,MACKAY,3/2,21611,388,73.5,797,17223967,23446146,29418,2002,3,2002/3/2
BRISBANE,MELBOURNE,3/2,179310,1348,84,1381,247627110,294918074,213554,2002,3,2002/3/2
BRISBANE,NEWCASTLE,3/2,4144,195,69.1,614,2544416,3681544,5996,2002,3,2002/3/2
BRISBANE,PERTH,3/2,7888,63,92.5,3615,28515120,30835950,8530,2002,3,2002/3/2
BRISBANE,PROSERPINE,3/2,4446,98,71.5,895,3979170,5561530,6214,2002,3,2002/3/2
BRISBANE,ROCKHAMPTON,3/2,14171,326,67.1,518,7340578,10944822,21129,2002,3,2002/3/2
BRISBANE,SYDNEY,3/2,296636,2072,83,753,223366908,269195241,357497,2002,3,2002/3/2
BRISBANE,TOWNSVILLE,3/2,43183,427,70,1112,48019496,68551464,61647,2002,3,2002/3/2
BROOME,PERTH,3/2,7959,124,65.8,1677,13347243,20276607,12091,2002,3,2002/3/2
CAIRNS,MELBOURNE,3/2,2650,20,84.9,2311,6124150,7210320,3120,2002,3,2002/3/2
CAIRNS,SYDNEY,3/2,61407,262,74.3,1971,121033197,162944541,82671,2002,3,2002/3/2
CAIRNS,TOWNSVILLE,3/2,6854,308,54.22468354,284,1946536,3589760,12640,2002,3,2002/3/2
CANBERRA,MELBOURNE,3/2,66144,1027,73.2,470,31087680,42462620,90346,2002,3,2002/3/2
CANBERRA,SYDNEY,3/2,61276,1659,65.8,236,14461136,21963104,93064,2002,3,2002/3/2
COFFS HARBOUR,SYDNEY,3/2,11747,459,63.4,443,5203921,8210119,18533,2002,3,2002/3/2
DARWIN,MELBOURNE,3/2,1719,20,66.8,3131,5382189,8059194,2574,2002,3,2002/3/2
DARWIN,SYDNEY,3/2,8050,62,64.8,3155,25397750,39219805,12431,2002,3,2002/3/2
DEVONPORT,MELBOURNE,3/2,7556,306,69.3,412,3113072,4492036,10903,2002,3,2002/3/2
DUBBO,SYDNEY,3/2,9559,478,59.7,310,2963290,4961240,16004,2002,3,2002/3/2
GOLD COAST,SYDNEY,3/2,85432,573,90,680,58093760,64574160,94962,2002,3,2002/3/2
HOBART,MELBOURNE,3/2,68038,681,85.4,618,42047484,49223082,79649,2002,3,2002/3/2
HOBART,SYDNEY,3/2,18851,184,88.3,1039,19586189,22184728,21352,2002,3,2002/3/2
KALGOORLIE,PERTH,3/2,11766,230,59.8,538,6330108,10586764,19678,2002,3,2002/3/2
KARRATHA,PERTH,3/2,11576,203,64,1250,14470000,22602500,18082,2002,3,2002/3/2
LAUNCESTON,MELBOURNE,3/2,48830,435,88.7,476,23243080,26209512,55062,2002,3,2002/3/2
LAUNCESTON,SYDNEY,3/2,6571,61,92.8,914,6005894,6470206,7079,2002,3,2002/3/2
MELBOURNE,BURNIE,3/2,5808,316,51.9,378,2195424,4233600,11200,2002,3,2002/3/2
MELBOURNE,GOLD COAST,3/2,54178,325,87,1330,72056740,82789840,62248,2002,3,2002/3/2
MELBOURNE,MILDURA,3/2,7377,332,71.9,457,3371289,4690648,10264,2002,3,2002/3/2
MELBOURNE,NEWCASTLE,3/2,3595,129,77.4,836,3005420,3882384,4644,2002,3,2002/3/2
MELBOURNE,PERTH,3/2,83476,493,88,2706,225886056,256577508,94818,2002,3,2002/3/2
MELBOURNE,SYDNEY,3/2,461607,2634,84,706,325894542,388052900,549650,2002,3,2002/3/2
PERTH,PORT HEDLAND,3/2,5247,105,74.09970343,1312,6884064,9290272,7081,2002,3,2002/3/2
PERTH,SYDNEY,3/2,74124,351,90,3284,243423216,270562192,82388,2002,3,2002/3/2
SUNSHINE COAST,MELBOURNE,3/2,1848,20,74.5,1454,2686992,3608828,2482,2002,3,2002/3/2
SUNSHINE COAST,SYDNEY,3/2,12501,129,81.4,837,10463337,12856320,15360,2002,3,2002/3/2
SYDNEY,TOWNSVILLE,3/2,2060,26,68.1,1690,3481400,5112250,3025,2002,3,2002/3/2
SYDNEY,WAGGA WAGGA,3/2,7799,335,64.4,367,2862233,4445838,12114,2002,3,2002/3/2
ADELAIDE,ALICE SPRINGS,2/2,5908,56,80.4,1316,7774928,9671284,7349,2002,2,2002/2/2
ADELAIDE,BRISBANE,2/2,31511,280,81.1,1622,51110842,62990370,38835,2002,2,2002/2/2
ADELAIDE,CANBERRA,2/2,7962,86,73.8,972,7739064,10490796,10793,2002,2,2002/2/2
ADELAIDE,DARWIN,2/2,0,0,0,2619,0,0,0,2002,2,2002/2/2
ADELAIDE,MELBOURNE,2/2,110418,1079,74.1,643,70998774,95824361,149027,2002,2,2002/2/2
ADELAIDE,PERTH,2/2,34310,336,75.5,2120,72737200,96360360,45453,2002,2,2002/2/2
ADELAIDE,PORT LINCOLN,2/2,7075,451,63.4,246,1740450,2747328,11168,2002,2,2002/2/2
ADELAIDE,SYDNEY,2/2,85056,747,75,1167,99260352,132372810,113430,2002,2,2002/2/2
ALBURY,SYDNEY,2/2,7941,320,59.2,452,3589332,6063128,13414,2002,2,2002/2/2
ALICE SPRINGS,DARWIN,2/2,0,0,0,1305,0,0,0,2002,2,2002/2/2
ALICE SPRINGS,SYDNEY,2/2,6667,57,90.3,2022,13480674,14924382,7381,2002,2,2002/2/2
BALLINA,SYDNEY,2/2,6204,290,59.2,612,3796848,6415596,10483,2002,2,2002/2/2
BRISBANE,CAIRNS,2/2,70181,563,69.2,1391,97621771,141147552,101472,2002,2,2002/2/2
BRISBANE,CANBERRA,2/2,23581,371,73.5,956,22543436,30659876,32071,2002,2,2002/2/2
BRISBANE,DARWIN,2/2,12705,126,57.2,2852,36234660,63322956,22203,2002,2,2002/2/2
BRISBANE,HAMILTON ISLAND,2/2,5983,57,80.8,888,5312904,6574752,7404,2002,2,2002/2/2
BRISBANE,MACKAY,2/2,19063,366,67.7,797,15193211,22446708,28164,2002,2,2002/2/2
BRISBANE,MELBOURNE,2/2,159226,1360,77.6,1381,219891106,283408820,205220,2002,2,2002/2/2
BRISBANE,NEWCASTLE,2/2,3506,185,60.9,614,2152684,3533570,5755,2002,2,2002/2/2
BRISBANE,PERTH,2/2,6537,56,87,3615,23631255,27163110,7514,2002,2,2002/2/2
BRISBANE,PROSERPINE,2/2,3455,84,61.6,895,3092225,5017370,5606,2002,2,2002/2/2
BRISBANE,ROCKHAMPTON,2/2,12366,304,62.8,518,6405588,10194240,19680,2002,2,2002/2/2
BRISBANE,SYDNEY,2/2,289924,2220,77.6,753,218312772,281344896,373632,2002,2,2002/2/2
BRISBANE,TOWNSVILLE,2/2,35096,383,63.7,1112,39026752,61240064,55072,2002,2,2002/2/2
BROOME,PERTH,2/2,6120,115,62.3,1677,10263240,16473171,9823,2002,2,2002/2/2
CAIRNS,MELBOURNE,2/2,1946,16,88.7,2311,4497206,5072645,2195,2002,2,2002/2/2
CAIRNS,SYDNEY,2/2,48737,229,67.3,1971,96060627,142733907,72417,2002,2,2002/2/2
CAIRNS,TOWNSVILLE,2/2,6635,257,64.44876153,284,1884340,2923780,10295,2002,2,2002/2/2
CANBERRA,MELBOURNE,2/2,60738,959,74.4,470,28546860,38345420,81586,2002,2,2002/2/2
CANBERRA,SYDNEY,2/2,56920,1611,66.2,236,13433120,20296472,86002,2002,2,2002/2/2
COFFS HARBOUR,SYDNEY,2/2,9367,414,59.1,443,4149581,7024651,15857,2002,2,2002/2/2
DARWIN,MELBOURNE,2/2,1284,16,62.7,3131,4020204,6412288,2048,2002,2,2002/2/2
DARWIN,SYDNEY,2/2,5851,55,50.6,3155,18459905,36506505,11571,2002,2,2002/2/2
DEVONPORT,MELBOURNE,2/2,6703,272,68.9,412,2761636,4008348,9729,2002,2,2002/2/2
DUBBO,SYDNEY,2/2,8273,447,55.8,310,2564630,4598230,14833,2002,2,2002/2/2
GOLD COAST,SYDNEY,2/2,78327,500,89.4,680,53262360,59589760,87632,2002,2,2002/2/2
HOBART,MELBOURNE,2/2,72162,724,82.7,618,44596116,53944602,87289,2002,2,2002/2/2
HOBART,SYDNEY,2/2,17065,168,87.4,1039,17730535,20281280,19520,2002,2,2002/2/2
KALGOORLIE,PERTH,2/2,10571,219,61.1,538,5687198,9312780,17310,2002,2,2002/2/2
KARRATHA,PERTH,2/2,10472,185,64.1,1250,13090000,20413750,16331,2002,2,2002/2/2
LAUNCESTON,MELBOURNE,2/2,43946,396,87.4,476,20918296,23934232,50282,2002,2,2002/2/2
LAUNCESTON,SYDNEY,2/2,6098,56,93.7,914,5573572,5946484,6506,2002,2,2002/2/2
MELBOURNE,BURNIE,2/2,5392,286,53.2,378,2038176,3831408,10136,2002,2,2002/2/2
MELBOURNE,GOLD COAST,2/2,45902,280,78.9,1330,61049660,77331520,58144,2002,2,2002/2/2
MELBOURNE,MILDURA,2/2,6575,310,68.7,457,3004775,4372576,9568,2002,2,2002/2/2
MELBOURNE,NEWCASTLE,2/2,2928,118,68.9,836,2447808,3551328,4248,2002,2,2002/2/2
MELBOURNE,PERTH,2/2,84825,645,74.9,2706,229536450,306457206,113251,2002,2,2002/2/2
MELBOURNE,SYDNEY,2/2,435224,2715,79.6,706,307268144,385856534,546539,2002,2,2002/2/2
PERTH,PORT HEDLAND,2/2,4761,96,72.89848415,1312,6246432,8568672,6531,2002,2,2002/2/2
PERTH,SYDNEY,2/2,80312,509,79.1,3284,263744608,333378544,101516,2002,2,2002/2/2
SUNSHINE COAST,MELBOURNE,2/2,1518,16,79,1454,2207172,2794588,1922,2002,2,2002/2/2
SUNSHINE COAST,SYDNEY,2/2,11157,109,87.8,837,9338409,10635759,12707,2002,2,2002/2/2
SYDNEY,TOWNSVILLE,2/2,3059,46,57.2,1690,5169710,9041500,5350,2002,2,2002/2/2
SYDNEY,WAGGA WAGGA,2/2,6920,318,60.9,367,2539640,4169120,11360,2002,2,2002/2/2
ADELAIDE,ALICE SPRINGS,1/2,6227,62,76.6,1316,8194732,10697764,8129,2002,1,2002/1/2
ADELAIDE,BRISBANE,1/2,38477,308,87.1,1622,62409694,71643740,44170,2002,1,2002/1/2
ADELAIDE,CANBERRA,1/2,4387,68,84.9,972,4264164,5024268,5169,2002,1,2002/1/2
ADELAIDE,DARWIN,1/2,0,0,0,2619,0,0,0,2002,1,2002/1/2
ADELAIDE,MELBOURNE,1/2,114606,1156,73.1,643,73691658,100789607,156749,2002,1,2002/1/2
ADELAIDE,PERTH,1/2,36361,377,72.1,2120,77085320,106909480,50429,2002,1,2002/1/2
ADELAIDE,PORT LINCOLN,1/2,6846,493,55.7,246,1684116,3024816,12296,2002,1,2002/1/2
ADELAIDE,SYDNEY,1/2,91817,791,76.1,1167,107150439,140812554,120662,2002,1,2002/1/2
ALBURY,SYDNEY,1/2,5915,366,45.3,452,2673580,5907640,13070,2002,1,2002/1/2
ALICE SPRINGS,DARWIN,1/2,0,0,0,1305,0,0,0,2002,1,2002/1/2
ALICE SPRINGS,SYDNEY,1/2,7390,62,88.1,2022,14942580,16956492,8386,2002,1,2002/1/2
BALLINA,SYDNEY,1/2,7188,300,62.8,612,4399056,7003116,11443,2002,1,2002/1/2
BRISBANE,CAIRNS,1/2,75735,624,66.8,1391,105347385,157767220,113420,2002,1,2002/1/2
BRISBANE,CANBERRA,1/2,24130,372,74.3,956,23068280,31064264,32494,2002,1,2002/1/2
BRISBANE,DARWIN,1/2,15593,138,61.2,2852,44471236,72623328,25464,2002,1,2002/1/2
BRISBANE,HAMILTON ISLAND,1/2,6755,62,89.6,888,5998440,6691968,7536,2002,1,2002/1/2
BRISBANE,MACKAY,1/2,22382,381,72.3,797,17838454,24666353,30949,2002,1,2002/1/2
BRISBANE,MELBOURNE,1/2,214517,1613,87.3,1381,296247977,339203982,245622,2002,1,2002/1/2
BRISBANE,NEWCASTLE,1/2,2434,123,67.7,614,1494476,2207330,3595,2002,1,2002/1/2
BRISBANE,PERTH,1/2,7667,62,90.8,3615,27716205,30514215,8441,2002,1,2002/1/2
BRISBANE,PROSERPINE,1/2,6067,101,83.6,895,5429965,6492330,7254,2002,1,2002/1/2
BRISBANE,ROCKHAMPTON,1/2,13114,342,59.9,518,6793052,11347826,21907,2002,1,2002/1/2
BRISBANE,SYDNEY,1/2,326612,2392,80.3,753,245938836,306385158,406886,2002,1,2002/1/2
BRISBANE,TOWNSVILLE,1/2,38708,428,62.3,1112,43043296,69111912,62151,2002,1,2002/1/2
BROOME,PERTH,1/2,7582,142,80.1,1677,12715014,15872805,9465,2002,1,2002/1/2
CAIRNS,MELBOURNE,1/2,1866,16,86.7,2311,4312326,4973272,2152,2002,1,2002/1/2
CAIRNS,SYDNEY,1/2,55799,261,69.5,1971,109979829,158135301,80231,2002,1,2002/1/2
CAIRNS,TOWNSVILLE,1/2,6586,255,66.65991903,284,1870424,2805920,9880,2002,1,2002/1/2
CANBERRA,MELBOURNE,1/2,50094,860,75,470,23544180,31402580,66814,2002,1,2002/1/2
CANBERRA,SYDNEY,1/2,41002,1450,55.4,236,9676472,17475564,74049,2002,1,2002/1/2
COFFS HARBOUR,SYDNEY,1/2,9955,447,60.7,443,4410065,7267858,16406,2002,1,2002/1/2
DARWIN,MELBOURNE,1/2,1989,18,78.3,3131,6227559,7955871,2541,2002,1,2002/1/2
DARWIN,SYDNEY,1/2,8729,63,64.4,3155,27539995,42762870,13554,2002,1,2002/1/2
DEVONPORT,MELBOURNE,1/2,8988,330,76.4,412,3703056,4847180,11765,2002,1,2002/1/2
DUBBO,SYDNEY,1/2,6303,389,45.9,310,1953930,4255370,13727,2002,1,2002/1/2
GOLD COAST,SYDNEY,1/2,104674,567,93.2,680,71178320,76409560,112367,2002,1,2002/1/2
HOBART,MELBOURNE,1/2,78778,805,81.2,618,48684804,59987406,97067,2002,1,2002/1/2
HOBART,SYDNEY,1/2,18986,186,87.8,1039,19726454,22462141,21619,2002,1,2002/1/2
KALGOORLIE,PERTH,1/2,7817,198,56.4,538,4205546,7452914,13853,2002,1,2002/1/2
KARRATHA,PERTH,1/2,9029,204,65.2,1250,11286250,17322500,13858,2002,1,2002/1/2
LAUNCESTON,MELBOURNE,1/2,52931,523,86.6,476,25195156,29107400,61150,2002,1,2002/1/2
LAUNCESTON,SYDNEY,1/2,7360,69,91.5,914,6727040,7350388,8042,2002,1,2002/1/2
MELBOURNE,BURNIE,1/2,6330,320,55.8,378,2392740,4287654,11343,2002,1,2002/1/2
MELBOURNE,GOLD COAST,1/2,50928,248,92,1330,67734240,73592890,55333,2002,1,2002/1/2
MELBOURNE,MILDURA,1/2,5406,294,61.8,457,2470542,3998293,8749,2002,1,2002/1/2
MELBOURNE,NEWCASTLE,1/2,2944,127,64.4,836,2461184,3822192,4572,2002,1,2002/1/2
MELBOURNE,PERTH,1/2,100514,697,81.1,2706,271990884,335408700,123950,2002,1,2002/1/2
MELBOURNE,SYDNEY,1/2,455351,2872,80.5,706,321477806,399521164,565894,2002,1,2002/1/2
PERTH,PORT HEDLAND,1/2,4954,100,70.42934319,1312,6499648,9228608,7034,2002,1,2002/1/2
PERTH,SYDNEY,1/2,92021,567,83.5,3284,302196964,361877096,110194,2002,1,2002/1/2
SUNSHINE COAST,MELBOURNE,1/2,1866,16,92.2,1454,2713164,2942896,2024,2002,1,2002/1/2
SUNSHINE COAST,SYDNEY,1/2,13602,124,94.1,837,11384874,12103857,14461,2002,1,2002/1/2
SYDNEY,TOWNSVILLE,1/2,5204,56,79.9,1690,8794760,11012040,6516,2002,1,2002/1/2
SYDNEY,WAGGA WAGGA,1/2,5781,359,45.1,367,2121627,4702004,12812,2002,1,2002/1/2
ADELAIDE,ALICE SPRINGS,12/1,6447,62,79.4,1316,8484252,10688552,8122,2001,12,2001/12/1
ADELAIDE,BRISBANE,12/1,34567,305,80.5,1622,56067674,69632460,42930,2001,12,2001/12/1
ADELAIDE,CANBERRA,12/1,4893,77,83.6,972,4755996,5687172,5851,2001,12,2001/12/1
ADELAIDE,DARWIN,12/1,0,0,0,2619,0,0,0,2001,12,2001/12/1
ADELAIDE,MELBOURNE,12/1,111052,1148,67.5,643,71406436,105735563,164441,2001,12,2001/12/1
ADELAIDE,PERTH,12/1,34464,365,69,2120,73063680,105942760,49973,2001,12,2001/12/1
ADELAIDE,PORT LINCOLN,12/1,7572,488,62.2,246,1862712,2994558,12173,2001,12,2001/12/1
ADELAIDE,SYDNEY,12/1,94532,820,74.6,1167,110318844,147924252,126756,2001,12,2001/12/1
ALBURY,SYDNEY,12/1,7247,354,58.2,452,3275644,5628304,12452,2001,12,2001/12/1
ALICE SPRINGS,DARWIN,12/1,0,0,0,1305,0,0,0,2001,12,2001/12/1
ALICE SPRINGS,SYDNEY,12/1,7716,72,83.9,2022,15601752,18594312,9196,2001,12,2001/12/1
BALLINA,SYDNEY,12/1,7330,299,64.8,612,4485960,6927228,11319,2001,12,2001/12/1
BRISBANE,CAIRNS,12/1,77547,587,73.5,1391,107867877,146735199,105489,2001,12,2001/12/1
BRISBANE,CANBERRA,12/1,25554,398,73.2,956,24429624,33362488,34898,2001,12,2001/12/1
BRISBANE,DARWIN,12/1,12208,98,62.3,2852,34817216,55847864,19582,2001,12,2001/12/1
BRISBANE,HAMILTON ISLAND,12/1,7163,70,81.3,888,6360744,7821504,8808,2001,12,2001/12/1
BRISBANE,MACKAY,12/1,20815,357,72.3,797,16589555,22948818,28794,2001,12,2001/12/1
BRISBANE,MELBOURNE,12/1,195116,1630,75.4,1381,269455196,357132124,258604,2001,12,2001/12/1
BRISBANE,NEWCASTLE,12/1,3866,186,66.3,614,2373724,3579006,5829,2001,12,2001/12/1
BRISBANE,PERTH,12/1,8678,72,88.4,3615,31370970,35495685,9819,2001,12,2001/12/1
BRISBANE,PROSERPINE,12/1,5640,101,78.6,895,5047800,6426100,7180,2001,12,2001/12/1
BRISBANE,ROCKHAMPTON,12/1,13546,333,62.1,518,7016828,11301206,21817,2001,12,2001/12/1
BRISBANE,SYDNEY,12/1,313993,2490,72.7,753,236436729,325037721,431657,2001,12,2001/12/1
