country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Austria,AUT,2021-08-06,9981257,5363732,4829416,46114,38546,110.37,59.31,53.4,4262,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-07,10010862,5371183,4855055,29605,37689,110.7,59.4,53.69,4168,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-08,10035915,5375041,4877133,25053,37390,110.98,59.44,53.93,4135,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-09,10050911,5379048,4889351,14996,35536,111.14,59.48,54.07,3930,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-10,10090617,5384469,4925132,39706,34557,111.58,59.54,54.46,3821,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-11,10129979,5391414,4959075,39362,33586,112.02,59.62,54.84,3714,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-12,10160504,5398061,4984490,30525,32194,112.36,59.69,55.12,3560,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-13,10186586,5404484,5006387,26082,29333,112.65,59.76,55.36,3244,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-14,10204776,5409931,5020672,18190,27702,112.85,59.82,55.52,3063,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-15,10213864,5411876,5028511,9088,25421,112.95,59.85,55.61,2811,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-16,10236920,5416073,5048539,23056,26573,113.2,59.89,55.83,2938,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-17,10261743,5422428,5068758,24823,24447,113.48,59.96,56.05,2703,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-18,10287101,5429511,5088745,25358,22446,113.76,60.04,56.27,2482,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-19,10312087,5436887,5108412,24986,21655,114.03,60.12,56.49,2395,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-20,10337706,5445919,5128091,25619,21589,114.32,60.22,56.71,2387,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-21,10354154,5452591,5140732,16448,21340,114.5,60.3,56.85,2360,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-22,10361808,5456015,5145685,7654,21135,114.58,60.33,56.9,2337,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-23,10370384,5459425,5151855,8576,19066,114.68,60.37,56.97,2108,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-24,10389527,5470406,5163385,19143,18255,114.89,60.49,57.1,2019,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-25,10404523,5477458,5173128,14996,16775,115.06,60.57,57.21,1855,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-26,10425542,5485937,5188273,21019,16208,115.29,60.66,57.37,1792,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-27,10444014,5495067,5200279,18472,15187,115.49,60.77,57.51,1679,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-28,10453098,5500668,5205437,9084,14135,115.59,60.83,57.56,1563,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-29,10456460,5502308,5207720,3362,13522,115.63,60.85,57.59,1495,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-30,10465440,5506756,5213475,8980,13579,115.73,60.89,57.65,1502,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-08-31,10482545,5517135,5222936,17105,13288,115.92,61.01,57.76,1469,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-01,10496267,5524751,5230932,13722,13106,116.07,61.09,57.84,1449,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-02,10511037,5531974,5240038,14770,12214,116.23,61.17,57.95,1351,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-03,10525986,5540936,5248758,14949,11710,116.4,61.27,58.04,1295,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-04,10539206,5548260,5256906,13220,12301,116.54,61.35,58.13,1360,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-05,10541315,5549428,5258258,2109,12122,116.57,61.37,58.15,1340,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-06,10547863,5552941,5262096,6548,11775,116.64,61.41,58.19,1302,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-07,10562269,5562168,5269129,14406,11389,116.8,61.51,58.27,1259,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-08,10576016,5570422,5276529,13747,11393,116.95,61.6,58.35,1260,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-09,10590928,5579198,5284747,14912,11413,117.12,61.7,58.44,1262,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-10,10608616,5590264,5294045,17688,11804,117.31,61.82,58.54,1305,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-11,10621663,5599629,5301662,13047,11780,117.46,61.92,58.63,1303,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-12,10624623,5601353,5303498,2960,11901,117.49,61.94,58.65,1316,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-13,10632381,5605783,5307895,7758,12074,117.57,61.99,58.7,1335,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-14,10649892,5615988,5316478,17511,12518,117.77,62.1,58.79,1384,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-15,10664318,5624939,5323763,14426,12615,117.93,62.2,58.87,1395,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-16,10680173,5634857,5331794,15855,12749,118.1,62.31,58.96,1410,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-17,10701442,5649009,5341425,21269,13261,118.34,62.47,59.07,1466,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-18,10713351,5656720,5347661,11909,13098,118.47,62.55,59.14,1448,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-19,10716838,5658238,5350093,3487,13174,118.51,62.57,59.16,1457,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-20,10724809,5662915,5354584,7971,13204,118.6,62.62,59.21,1460,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-21,10741227,5672488,5363860,16418,13048,118.78,62.73,59.31,1443,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-22,10756535,5681925,5371442,15308,13174,118.95,62.83,59.4,1457,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-23,10770939,5690954,5378756,14404,12967,119.11,62.93,59.48,1434,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-24,10791730,5705346,5389288,20791,12898,119.34,63.09,59.6,1426,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-25,10801196,5710948,5394855,9466,12549,119.44,63.15,59.66,1388,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-26,10803244,5712205,5396075,2048,12344,119.46,63.17,59.67,1365,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-27,10811172,5716940,5400179,7928,12338,119.55,63.22,59.72,1364,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-28,10825102,5724464,5408330,13930,11982,119.71,63.3,59.81,1325,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-29,10838366,5732039,5415217,13264,11690,119.85,63.39,59.88,1293,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-09-30,10850885,5738955,5421832,12519,11421,119.99,63.46,59.96,1263,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-01,10868295,5748318,5431325,17410,10938,120.18,63.57,60.06,1210,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-02,10877065,5753045,5436138,8770,10838,120.28,63.62,60.11,1198,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-03,10878728,5753943,5437049,1663,10783,120.3,63.63,60.12,1192,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-04,10885965,5757491,5441364,7237,10685,120.38,63.67,60.17,1182,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-05,10898876,5763642,5449023,12911,10539,120.52,63.74,60.26,1165,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-06,10911600,5769849,5456240,12724,10462,120.66,63.8,60.34,1157,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-07,10923087,5775175,5462835,11487,10315,120.79,63.86,60.41,1141,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-08,10940865,5782656,5473764,17778,10367,120.99,63.95,60.53,1146,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-10-09,10948111,5786193,5477834,7246,10149,121.07,63.98,60.57,1122,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
