country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Australia,AUS,2021-04-01,823611,,,79283,51922,3.19,,,2013,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-02,828416,,,4805,45993,3.21,,,1783,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-03,843182,,,14766,47380,3.27,,,1837,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-04,844309,,,1127,43221,3.27,,,1676,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-05,854983,,,10674,36780,3.32,,,1426,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-06,920334,,,65351,35712,3.57,,,1385,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-07,996145,,,75811,35974,3.86,,,1395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-08,1077511,,,81366,36271,4.18,,,1406,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-09,1138866,,,61355,44350,4.42,,,1720,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-10,1166568,,,27702,46198,4.52,,,1791,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-11,1178302,,,11734,47713,4.57,,,1850,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-12,1234681,,,56379,54243,4.79,,,2103,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-13,1295672,,,60991,53620,5.02,,,2079,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-14,1359665,,,63993,51931,5.27,,,2014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-15,1420577,,,60912,49009,5.51,,,1900,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-16,1474558,,,53981,47956,5.72,,,1860,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-17,1496912,,,22354,47192,5.8,,,1830,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-18,1586556,,,89644,58322,6.15,,,2262,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-19,1653286,,,66730,59801,6.41,,,2319,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-20,1718107,,,64821,60348,6.66,,,2340,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-21,1785338,,,67231,60810,6.92,,,2358,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-22,1855601,,,70263,62146,7.2,,,2410,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-23,1914047,,,58446,62784,7.42,,,2435,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-24,1934077,,,20030,62452,7.5,,,2422,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-25,1937485,,,3408,50133,7.51,,,1944,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-26,1969337,,,31852,45150,7.64,,,1751,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-27,2029544,,,60207,44491,7.87,,,1725,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-28,2112285,,,82741,46707,8.19,,,1811,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-29,2179544,,,67259,46278,8.45,,,1795,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-04-30,2234844,,,55300,45828,8.67,,,1777,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-01,2254074,,,19230,45714,8.74,,,1773,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-02,2260615,,,6541,46161,8.77,,,1790,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-03,2316969,,,56354,49662,8.98,,,1926,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-04,2396314,,,79345,52396,9.29,,,2032,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-05,2473529,,,77215,51606,9.59,,,2001,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-06,2554531,,,81002,53570,9.91,,,2077,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-07,2627725,,,73194,56126,10.19,,,2176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-08,2654338,,,26613,57181,10.29,,,2217,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-09,2663221,,,8883,57515,10.33,,,2230,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-10,2736107,,,72886,59877,10.61,,,2322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-11,2812486,,,76379,59453,10.91,,,2305,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-12,2894770,,,82284,60177,11.23,,,2334,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-13,2978265,,,83495,60533,11.55,,,2347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-14,3056797,,,78532,61296,11.85,,,2377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-15,3089184,,,32387,62121,11.98,,,2409,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-16,3100137,,,10953,62417,12.02,,,2420,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-17,3183324,,,83187,63888,12.34,,,2477,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-18,3278854,,,95530,66624,12.71,,,2584,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-19,3371728,,,92874,68137,13.07,,,2642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-20,3472874,,,101146,70658,13.47,,,2740,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-21,3562495,,,89621,72243,13.81,,,2801,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-22,,,,,71227,,,,2762,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-23,3613053,3196760,416293,,73274,14.01,12.4,1.61,2841,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-24,3690622,3271385,419237,77569,72471,14.31,12.69,1.63,2810,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-25,3795280,3322398,472882,104658,73775,14.72,12.88,1.83,2861,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-26,3906668,3424987,481681,111388,76420,15.15,13.28,1.87,2963,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-27,4031539,3540220,491319,124871,79809,15.63,13.73,1.91,3095,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-28,4153149,3657125,496024,121610,84379,16.1,14.18,1.92,3272,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-29,4212899,3715078,497821,59750,89304,16.34,14.41,1.93,3463,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-30,4243600,3744363,499237,30701,90078,16.46,14.52,1.94,3493,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-05-31,4362739,3859771,502968,119139,96017,16.92,14.97,1.95,3723,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-01,4501444,3960813,540631,138705,100881,17.46,15.36,2.1,3912,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-02,4642703,4093811,548892,141259,105148,18,15.87,2.13,4077,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-03,4786362,4228887,557475,143659,107832,18.56,16.4,2.16,4181,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-04,4927607,4362791,564816,141245,110637,19.11,16.92,2.19,4290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-05,5016352,4447862,568490,88745,114779,19.45,17.25,2.2,4451,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-06,5076413,4500429,575984,60061,118973,19.69,17.45,2.23,4613,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-07,5203977,4568861,635116,127564,120177,20.18,17.72,2.46,4660,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-08,5344862,4695288,649574,140885,120488,20.73,18.21,2.52,4672,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-09,5487670,4831188,656482,142808,120710,21.28,18.73,2.55,4681,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-10,5641008,4972011,668997,153338,122092,21.87,19.28,2.59,4734,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-11,5773924,5090527,683397,132916,120902,22.39,19.74,2.65,4688,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-12,5834746,5141504,693242,60822,116913,22.63,19.94,2.69,4534,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-13,5867299,5172427,694872,32553,112984,22.75,20.06,2.69,4381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-14,5931245,5232353,698892,63946,103895,23,20.29,2.71,4029,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-15,6083320,5304987,778333,152075,105494,23.59,20.57,3.02,4091,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-16,6219330,5418764,800566,136010,104523,24.12,21.01,3.1,4053,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-17,6360666,5539659,821007,141336,102808,24.67,21.48,3.18,3987,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-18,,,,,96632,,,,3747,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-19,,,,,100754,,,,3907,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-20,,,,,108915,,,,4223,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-21,6719384,5632040,1087344,,112591,26.06,21.84,4.22,4366,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-22,6860276,5745875,1114401,140892,110994,26.6,22.28,4.32,4304,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-23,6999198,5868407,1130791,138922,111410,27.14,22.76,4.38,4320,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-24,7137632,5967916,1169716,138434,110995,27.68,23.14,4.54,4304,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-25,,,,,111150,,,,4310,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-26,,,,,111306,,,,4316,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-27,,,,,111461,,,,4322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-28,7500700,6023340,1477360,,111617,29.09,23.36,5.73,4328,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-29,7645585,6144110,1501475,144885,112187,29.65,23.83,5.82,4350,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-06-30,,,,,115524,,,,4480,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-01,7970153,6244123,1726030,,118932,30.91,24.21,6.69,4612,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-02,8121649,6313655,1807994,151496,127607,31.49,24.48,7.01,4948,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-03,8201367,6345897,1855470,79718,126029,31.8,24.61,7.2,4887,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-04,8255473,6378131,1877342,54106,120791,32.01,24.73,7.28,4684,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-05,8402191,6458252,1943939,146718,128784,32.58,25.04,7.54,4994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-06,8567666,6544028,2023638,165475,131726,33.22,25.38,7.85,5108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-07,8706799,6607630,2099169,139133,128419,33.76,25.62,8.14,4980,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-08,8871572,6691342,2180230,164773,128774,34.4,25.95,8.45,4994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-09,9014072,6759800,2254272,142500,127489,34.95,26.21,8.74,4944,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-10,9097969,6794456,2303513,83897,128086,35.28,26.35,8.93,4967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-11,9149817,6824431,2325386,51848,127763,35.48,26.46,9.02,4954,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-12,9304026,6903594,2400432,154209,128834,36.08,26.77,9.31,4996,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-13,9469145,6980847,2488298,165119,128783,36.72,27.07,9.65,4994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-14,9631807,7053655,2578152,162662,132144,37.35,27.35,10,5124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-15,9806809,7137238,2669571,175002,133605,38.03,27.68,10.35,5181,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-16,9970746,7217627,2753119,163937,136668,38.66,27.99,10.68,5300,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-17,10067446,7265981,2801465,96700,138497,39.04,28.18,10.86,5371,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-18,10125533,7297678,2827855,58087,139388,39.26,28.3,10.97,5405,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-19,10295444,7389103,2906341,169911,141631,39.92,28.65,11.27,5492,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-20,10470033,7475815,2994218,174589,142984,40.6,28.99,11.61,5545,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-21,10654563,7564919,3089644,184530,146108,41.32,29.33,11.98,5666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-22,10850993,7668075,3182918,196430,149169,42.08,29.73,12.34,5784,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-23,11032835,7761388,3271447,181842,151727,42.78,30.1,12.69,5884,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-24,11140511,7813820,3326691,107676,153295,43.2,30.3,12.9,5944,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-25,11211447,7852970,3358477,70936,155131,43.48,30.45,13.02,6016,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-26,11396784,7952323,3444461,185337,157334,44.19,30.84,13.36,6101,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-27,11593766,8049282,3544484,196982,160533,44.96,31.21,13.74,6225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-28,11795236,8138696,3656540,201470,162953,45.74,31.56,14.18,6319,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-29,12005978,8243971,3762007,210742,164998,46.56,31.97,14.59,6398,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-30,12206684,8340899,3865785,200706,167693,47.33,32.34,14.99,6503,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-07-31,12317727,8390671,3927056,111043,168174,47.76,32.54,15.23,6521,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-01,12393893,8429170,3964723,76166,168921,48.06,32.69,15.37,6550,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-02,12594451,8532527,4061924,200558,171095,48.84,33.09,15.75,6635,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-03,12808398,8634372,4174026,213947,173519,49.67,33.48,16.19,6729,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-04,13030257,8740437,4289820,221859,176432,50.53,33.89,16.63,6842,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-05,13270296,8861491,4408805,240039,180617,51.46,34.36,17.1,7004,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-06,13496355,8969767,4526588,226059,184239,52.34,34.78,17.55,7144,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-07,13636580,9025259,4611321,140225,188408,52.88,35,17.88,7306,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-08,13723146,9071188,4651958,86566,189893,53.21,35.18,18.04,7364,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
